load_perc,portal_shares,seconds,portal_cpu_usage,stress_cpu_uasge,job_exec_time
131,128,190,6.9301697926520776,4.377287477732499,1:196
131,128,192,8.322333766625833,1.9935647091362907,1:196
125,128,194,8.322333766625835,1.7908785501912865,1:196
125,128,197,9.419567678397769,0,1:196
118,128,199,9.41956767839777,0,1:196
118,128,202,9.427696789635814,0,1:196
125,128,205,9.249086566127994,0,1:196
125,128,207,8.012777694087603,0,1:196
131,128,210,6.735686618682396,0,1:196
131,128,213,6.677819956768308,0,1:196
137,128,216,6.677819956768308,0,1:196
137,128,218,5.184775137946705,0,1:196
137,128,221,4.667075340422726,0,1:196
143,128,224,3.755058619270307,0,1:196
143,128,226,3.2927608357898746,0,1:196
143,128,229,2.5521172501872034,0,1:196
143,128,232,2.2002671530210027,0,1:196
143,128,235,2.569635576648102,5.20471832111295,1:196
143,128,238,2.5511549140127383,6.3609751019835645,1:196
150,128,240,2.5511549140127383,7.453780395048398,1:196
150,128,243,2.49488932907906,8.582385463743488,1:196
150,128,246,2.4580050022787687,9.743458306457402,1:196
150,128,249,2.458701792387814,10.94899810954492,1:196
150,128,252,2.1787565960714725,10.972984960720558,1:196
150,128,255,2.4772310684118946,12.622591495292125,1:196
150,128,257,2.4363430075077477,12.690000055305827,1:196
150,128,260,2.4363430075077477,12.690000055305825,1:196
150,128,262,2.4519516842816764,12.699811883534984,1:196
143,128,264,2.4519516842816764,12.699811883534984,1:196
143,128,267,4.1831583484126025,10.944580933668297,1:196
137,128,269,4.1831583484126025,9.4845373551805,1:196
137,128,272,5.576020285548581,7.398404142991459,1:196
131,128,274,5.576020285548581,7.398404142991459,1:196
131,128,276,5.5867724354186095,5.356362480235252,1:196
125,128,279,6.937084228678233,4.876936832440789,1:196
125,128,281,7.255824954353868,2.6871224839125722,1:196
118,128,283,8.658811126031239,2.4002646278682165,1:196
118,128,286,8.658811126031239,0,1:196
112,128,288,9.770018441756577,0,1:196
112,128,291,9.79311980904157,0,1:196
118,128,293,9.559138390804597,0,1:196
118,128,296,9.530639979707994,0,1:196
125,128,299,8.119615351296611,0,1:196
125,128,302,6.70174446142548,0,1:196
125,128,305,6.70174446142548,0,1:196
125,128,307,5.102498331539684,0,1:196
125,128,310,5.102498331539684,0,1:196
125,128,313,3.592734913308711,0,1:196
131,128,316,3.592734913308711,0,1:196
137,128,319,2.5250306437497536,0,1:196
137,128,322,2.5576859457933905,0,1:196
137,128,325,2.586769751155141,4.584415622085921,1:196
137,128,327,2.583077792094765,6.069332313479732,1:196
137,128,330,2.583077792094765,7.22043907502554,1:196
137,128,333,2.6051104488094734,8.372719230826457,1:196
143,128,336,2.2984634777799395,9.518680654939473,1:196
150,128,339,2.618183245507814,10.672489269869923,1:196
150,128,342,2.588769748639717,10.796306373256655,1:196
150,128,345,2.540760230021872,12.330055765900292,1:196
150,128,348,2.490154589568969,12.458767717138233,1:196
150,128,350,2.2530171680043156,12.458767717138233,1:196
150,128,352,2.775009600847827,12.25667090945929,1:196
143,128,355,2.775009600847827,12.25667090945929,1:196
143,128,357,4.046607997598109,9.438630679415661,1:196
137,128,359,4.046607997598109,9.438630679415661,1:196
137,128,362,5.499868766933075,7.358110529677058,1:196
131,128,364,5.499868766933075,7.358110529677058,1:196
131,128,366,5.493842676438469,5.174539304015098,1:196
125,128,369,6.853907522587543,4.700026398091914,1:196
125,128,371,7.85210803084134,1.9697889470222232,1:196
118,128,373,8.1207476545855,2.020327220535298,1:196
118,128,376,8.390176426169015,1.7666836565617507,1:196
118,128,378,9.599982563376836,0,1:196
112,128,381,9.599982563376836,0,1:196
118,128,384,9.457874402785558,0,1:196
118,128,386,8.447965833352914,0,1:196
118,128,389,8.151609983267877,0,1:196
118,128,392,6.690285205494808,0,1:196
118,128,394,6.707595681702665,0,1:196
118,128,397,5.27826614387486,0,1:196
125,128,400,5.27826614387486,0,1:196
125,128,403,3.821558366745191,0,1:196
131,128,406,2.5570365990507766,0,1:196
125,128,409,2.5390363362498554,0,1:196
125,128,412,2.552154643531319,0,1:196
131,128,414,2.5850655659124286,4.556718074237774,1:196
131,128,417,2.5748580023155347,5.708298955728258,1:196
131,128,420,2.5748580023155347,6.850885623964661,1:196
131,128,423,2.4980883686256856,8.22618241208559,1:196
131,128,425,2.4980883686256856,9.429910094947642,1:196
131,128,428,2.415214110598352,10.649303733068738,2:241
143,128,431,2.4009198991190974,12.86626912163596,2:241
143,128,434,2.3947938695827293,12.810824704207429,2:241
143,128,437,2.313090932288526,12.865217708938085,2:241
143,128,439,2.3638131285697015,12.813481630788441,2:241
143,128,442,2.4442746689268717,12.151014828017795,2:241
137,128,444,2.4442746689268717,12.151014828017795,2:241
137,128,446,2.1902213952792087,10.392491008911547,2:241
137,128,449,3.9690775945442778,10.392491008911549,2:241
137,128,451,3.9721065259936057,7.163777222374999,2:241
125,128,453,5.675153947976188,7.071623594423564,2:241
125,128,456,5.675153947976188,6.457087170402633,2:241
125,128,458,6.974924361927099,4.812704046120815,2:241
125,128,460,6.974924361927099,4.322273461474283,2:241
125,128,463,8.47133581277955,2.5506244657198893,2:241
118,128,465,8.47133581277955,0,2:241
118,128,467,9.651714489755589,0,2:241
112,128,470,9.651714489755589,0,2:241
112,128,473,9.68565672466114,0,2:241
118,128,476,9.68565672466114,0,2:241
118,128,478,7.945751886835843,0,2:241
118,128,481,7.945751886835843,0,2:241
125,128,484,6.700082025775615,0,2:241
125,128,487,5.184980304301134,0,2:241
125,128,490,5.15195363009154,8.899850727686982,2:241
125,128,493,3.923715605092574,9.41836664178766,2:241
125,128,495,3.9237156050925734,3.065044518933338,2:241
125,128,498,2.547876651585102,6.088384641561506,2:241
131,128,501,2.3135800531486437,7.273653523320545,2:241
131,128,503,2.570313088730361,8.340699944568302,2:241
131,128,506,2.570313088730361,7.89520721546667,2:241
131,128,509,2.583943069869697,10.705800229556326,2:241
131,128,512,2.3197460605294813,12.676837121299748,2:241
131,128,514,2.5854876988779045,12.68530365011529,2:241
131,128,517,2.6399883366856827,12.64116435823919,2:241
137,128,520,2.6399883366856827,10.906495008139357,2:241
137,128,523,2.621160501521169,12.655823551155954,2:241
143,128,526,2.340399263001565,11.228963817920134,2:241
143,128,529,2.6200109346512686,12.67160544925009,2:241
143,128,531,2.3478005319107838,12.669315053417817,2:241
137,128,533,2.6183494948708406,12.525508592874782,2:241
137,128,535,2.3427507548723847,11.267822275064225,2:241
137,128,538,4.104839362404666,9.616919621636859,2:241
131,128,540,3.6827387307685955,9.616919621636859,2:241
131,128,543,5.733892379744416,7.8069610283383355,2:241
125,128,545,5.7338923797444155,7.077498637988944,2:241
125,128,547,7.003811073422445,5.563817471759654,2:241
125,128,550,7.003811073422445,2.6835285333525487,2:241
125,128,552,8.420465218715732,2.442142732875718,2:241
118,128,554,8.420465218715732,2.1991162472639565,2:241
118,128,557,9.708533715659502,0,2:241
112,128,559,9.708533715659502,0,2:241
112,128,562,9.68875250809459,0,2:241
118,128,564,9.561114242557194,0,2:241
118,128,567,7.790823891433384,0,2:241
118,128,570,7.7908238914333845,0,2:241
118,128,573,6.444142154137612,0,2:241
118,128,576,6.4441421541376105,0,2:241
118,128,578,5.210533401722274,0,2:241
125,128,581,3.8995442396889097,0,2:241
125,128,584,3.60055160856134,0,2:241
125,128,587,2.474948962837019,0,2:241
125,128,590,2.47093258740445,0,2:241
125,128,592,2.4761505587142096,3.445785821107532,2:241
125,128,595,2.4761505587142096,3.33550710206667,2:241
125,128,598,2.4617435967715657,5.796546551991712,2:241
